Disease,Symptoms
Tetanus,"confusion, muscle spasms, difficulty swallowing, jaw stiffness, fever"
Thalassemia,"pale skin, delayed growth, bone deformities, dark urine, fatigue"
Thalassemia,"delayed growth, pale skin, dark urine, fatigue, bone deformities"
Thalassemia,"pale skin, dark urine, bone deformities, delayed growth, fatigue"
Thalassemia,"fatigue, pale skin, dark urine, bone deformities, delayed growth"
Thalassemia,"dark urine, pale skin, fatigue, delayed growth, bone deformities"
Thalassemia,"fatigue, bone deformities, dark urine, pale skin, delayed growth"
Thalassemia,"bone deformities, fatigue, dark urine, delayed growth, pale skin"
Thalassemia,"fatigue, pale skin, dark urine, delayed growth, bone deformities"
Thalassemia,"pale skin, dark urine, bone deformities, fatigue, delayed growth"
Thalassemia,"bone deformities, pale skin, fatigue, delayed growth, dark urine"
Tinnitus,"ringing in ears, hearing loss, dizziness, ear fullness, headache"
Tinnitus,"ringing in ears, ear fullness, headache, hearing loss, dizziness"
Tinnitus,"ringing in ears, dizziness, hearing loss, headache, ear fullness"
Tinnitus,"ear fullness, headache, hearing loss, dizziness, ringing in ears"
Tinnitus,"dizziness, ringing in ears, ear fullness, headache, hearing loss"
Tinnitus,"headache, dizziness, ear fullness, hearing loss, ringing in ears"
Tinnitus,"hearing loss, ear fullness, headache, ringing in ears, dizziness"
Tinnitus,"headache, dizziness, ringing in ears, hearing loss, ear fullness"
Tinnitus,"headache, ringing in ears, dizziness, hearing loss, ear fullness"
Tinnitus,"headache, ear fullness, hearing loss, dizziness, ringing in ears"
Toxoplasmosis,"sharp lower abdominal pain, dehydration, low blood pressure, severe diarrhea, vomiting"
Toxoplasmosis,"vomiting, dehydration, low blood pressure, sharp lower abdominal pain, severe diarrhea"
Toxoplasmosis,"severe diarrhea, sharp lower abdominal pain, vomiting, dehydration, low blood pressure"
Toxoplasmosis,"severe diarrhea, vomiting, sharp lower abdominal pain, dehydration, low blood pressure"
Toxoplasmosis,"dehydration, sharp lower abdominal pain, severe diarrhea, low blood pressure, vomiting"
Toxoplasmosis,"dehydration, vomiting, low blood pressure, severe diarrhea, sharp lower abdominal pain"
Toxoplasmosis,"sharp lower abdominal pain, severe diarrhea, vomiting, dehydration, low blood pressure"
Toxoplasmosis,"dehydration, low blood pressure, sharp lower abdominal pain, vomiting, severe diarrhea"
Toxoplasmosis,"low blood pressure, sharp lower abdominal pain, vomiting, severe diarrhea, dehydration"
Toxoplasmosis,"vomiting, dehydration, severe diarrhea, sharp lower abdominal pain, low blood pressure"
Trichinosis,"muscle pain, fever, swelling around eyes, diarrhea, vomiting"
Trichinosis,"swelling around eyes, muscle pain, fever, vomiting, diarrhea"
Trichinosis,"swelling around eyes, vomiting, muscle pain, diarrhea, fever"
Trichinosis,"vomiting, swelling around eyes, diarrhea, fever, muscle pain"
Trichinosis,"muscle pain, swelling around eyes, vomiting, diarrhea, fever"
Trichinosis,"swelling around eyes, vomiting, fever, diarrhea, muscle pain"
Trichinosis,"muscle pain, swelling around eyes, fever, vomiting, diarrhea"
Trichinosis,"swelling around eyes, diarrhea, vomiting, muscle pain, fever"
Trichinosis,"muscle pain, vomiting, diarrhea, swelling around eyes, fever"
Trichinosis,"diarrhea, fever, muscle pain, vomiting, swelling around eyes"
Tuberculosis,"throbbing headache, chest pain, cough, shortness of breath, fatigue"
Tuberculosis,"shortness of breath, cough, throbbing headache, chest pain, fatigue"
Tuberculosis,"shortness of breath, cough, chest pain, fatigue, throbbing headache"
Tuberculosis,"chest pain, throbbing headache, cough, shortness of breath, fatigue"
Tuberculosis,"shortness of breath, cough, fatigue, chest pain, throbbing headache"
Tuberculosis,"shortness of breath, fatigue, cough, throbbing headache, chest pain"
Tuberculosis,"chest pain, fatigue, cough, throbbing headache, shortness of breath"
Tuberculosis,"fatigue, shortness of breath, chest pain, throbbing headache, cough"
Tuberculosis,"throbbing headache, cough, shortness of breath, fatigue, chest pain"
Tuberculosis,"cough, chest pain, fatigue, shortness of breath, throbbing headache"
Tularemia,"frequent headaches, fever, night sweats, weight loss, fatigue"
Tularemia,"fatigue, fever, weight loss, night sweats, frequent headaches"
Tularemia,"fever, night sweats, weight loss, fatigue, frequent headaches"
Tularemia,"weight loss, fever, fatigue, frequent headaches, night sweats"
Tularemia,"frequent headaches, fever, weight loss, fatigue, night sweats"
Tularemia,"frequent headaches, weight loss, fatigue, night sweats, fever"
Tularemia,"weight loss, fatigue, night sweats, fever, frequent headaches"
Tularemia,"fatigue, night sweats, frequent headaches, weight loss, fever"
Tularemia,"frequent headaches, fatigue, night sweats, fever, weight loss"
Tularemia,"night sweats, fever, frequent headaches, weight loss, fatigue"
Typhoid,"coordination issues, chills, sweating, high fever, headache"
Typhoid,"headache, coordination issues, high fever, chills, sweating"
Typhoid,"coordination issues, sweating, chills, headache, high fever"
Typhoid,"headache, high fever, coordination issues, chills, sweating"
Typhoid,"coordination issues, sweating, high fever, headache, chills"
Typhoid,"headache, coordination issues, sweating, high fever, chills"
Typhoid,"coordination issues, headache, high fever, sweating, chills"
Typhoid,"headache, chills, coordination issues, sweating, high fever"
Typhoid,"coordination issues, headache, chills, high fever, sweating"
Typhoid,"coordination issues, headache, sweating, high fever, chills"
Ulcerative Colitis,"heartburn, fever, night sweats, weight loss, fatigue"
Ulcerative Colitis,"fatigue, fever, weight loss, heartburn, night sweats"
Ulcerative Colitis,"fatigue, heartburn, night sweats, fever, weight loss"
Ulcerative Colitis,"heartburn, fatigue, weight loss, fever, night sweats"
Ulcerative Colitis,"fatigue, heartburn, weight loss, fever, night sweats"
Ulcerative Colitis,"fatigue, night sweats, heartburn, weight loss, fever"
Ulcerative Colitis,"fever, fatigue, weight loss, heartburn, night sweats"
Ulcerative Colitis,"fatigue, fever, heartburn, weight loss, night sweats"
Ulcerative Colitis,"fatigue, heartburn, weight loss, night sweats, fever"
Ulcerative Colitis,"fever, night sweats, fatigue, heartburn, weight loss"
Urinary tract infection,"foul smell of urine, burning micturition, continuous feel of urine, bladder discomfort, pain in pelvis"
Urinary tract infection,"foul smell of urine, bladder discomfort, continuous feel of urine, burning micturition, pain in pelvis"
Urinary tract infection,"burning micturition, foul smell of urine, pain in pelvis, continuous feel of urine, bladder discomfort"
Urinary tract infection,"bladder discomfort, pain in pelvis, continuous feel of urine, foul smell of urine, burning micturition"
Urinary tract infection,"burning micturition, pain in pelvis, continuous feel of urine, foul smell of urine, bladder discomfort"
Urinary tract infection,"continuous feel of urine, burning micturition, foul smell of urine, bladder discomfort, pain in pelvis"
Urinary tract infection,"pain in pelvis, foul smell of urine, continuous feel of urine, burning micturition, bladder discomfort"
Urinary tract infection,"pain in pelvis, continuous feel of urine, bladder discomfort, foul smell of urine, burning micturition"
Urinary tract infection,"continuous feel of urine, pain in pelvis, bladder discomfort, burning micturition, foul smell of urine"
Urinary tract infection,"burning micturition, continuous feel of urine, pain in pelvis, foul smell of urine, bladder discomfort"
Varicose veins,"bruising, fatigue, cramps, obesity, swollen legs"
Varicose veins,"obesity, swollen legs, fatigue, bruising, cramps"
Varicose veins,"cramps, bruising, fatigue, swollen legs, obesity"
Varicose veins,"swollen legs, cramps, bruising, fatigue, obesity"
Varicose veins,"obesity, cramps, bruising, swollen legs, fatigue"
Varicose veins,"bruising, cramps, fatigue, obesity, swollen legs"
Varicose veins,"bruising, obesity, fatigue, swollen legs, cramps"
Varicose veins,"cramps, bruising, obesity, fatigue, swollen legs"
Varicose veins,"cramps, swollen legs, fatigue, bruising, obesity"
Varicose veins,"obesity, bruising, cramps, fatigue, swollen legs"
Vertigo,"pus filled pimples, cough, mucus production, wheezing, fatigue"
Vertigo,"cough, fatigue, mucus production, pus filled pimples, wheezing"
Vertigo,"mucus production, pus filled pimples, fatigue, wheezing, cough"
Vertigo,"mucus production, pus filled pimples, cough, wheezing, fatigue"
Vertigo,"wheezing, pus filled pimples, fatigue, mucus production, cough"
Vertigo,"fatigue, mucus production, cough, wheezing, pus filled pimples"
Vertigo,"cough, wheezing, mucus production, fatigue, pus filled pimples"
Vertigo,"fatigue, wheezing, pus filled pimples, cough, mucus production"
Vertigo,"cough, pus filled pimples, fatigue, wheezing, mucus production"
Vertigo,"wheezing, fatigue, cough, pus filled pimples, mucus production"
Whooping Cough,"personality changes, cough, loss of taste or smell, shortness of breath, fatigue"
Whooping Cough,"loss of taste or smell, shortness of breath, cough, personality changes, fatigue"
Whooping Cough,"shortness of breath, personality changes, loss of taste or smell, cough, fatigue"
Whooping Cough,"fatigue, cough, loss of taste or smell, shortness of breath, personality changes"
Whooping Cough,"loss of taste or smell, personality changes, cough, fatigue, shortness of breath"
Whooping Cough,"fatigue, loss of taste or smell, cough, personality changes, shortness of breath"
Whooping Cough,"loss of taste or smell, fatigue, shortness of breath, personality changes, cough"
Whooping Cough,"shortness of breath, fatigue, loss of taste or smell, cough, personality changes"
Whooping Cough,"cough, loss of taste or smell, shortness of breath, fatigue, personality changes"
Whooping Cough,"loss of taste or smell, fatigue, personality changes, cough, shortness of breath"
Wilson Disease,"liver damage, tremors, difficulty speaking, jaundice, personality changes"
Wilson Disease,"difficulty speaking, liver damage, tremors, jaundice, personality changes"
Wilson Disease,"jaundice, tremors, liver damage, difficulty speaking, personality changes"
Wilson Disease,"difficulty speaking, jaundice, liver damage, tremors, personality changes"
Wilson Disease,"jaundice, liver damage, tremors, difficulty speaking, personality changes"
Wilson Disease,"personality changes, tremors, liver damage, difficulty speaking, jaundice"
Wilson Disease,"jaundice, liver damage, personality changes, difficulty speaking, tremors"
Wilson Disease,"difficulty speaking, liver damage, personality changes, jaundice, tremors"
Wilson Disease,"personality changes, liver damage, jaundice, tremors, difficulty speaking"
Wilson Disease,"jaundice, difficulty speaking, personality changes, liver damage, tremors"
Yellow Fever,"pain behind eyes, chest pain, cough, shortness of breath, fatigue"
Yellow Fever,"shortness of breath, cough, fatigue, pain behind eyes, chest pain"
Yellow Fever,"cough, shortness of breath, fatigue, chest pain, pain behind eyes"
Yellow Fever,"pain behind eyes, fatigue, shortness of breath, cough, chest pain"
Yellow Fever,"shortness of breath, fatigue, chest pain, pain behind eyes, cough"
Yellow Fever,"shortness of breath, pain behind eyes, fatigue, chest pain, cough"
Yellow Fever,"chest pain, shortness of breath, pain behind eyes, fatigue, cough"
Yellow Fever,"fatigue, pain behind eyes, chest pain, shortness of breath, cough"
Yellow Fever,"pain behind eyes, shortness of breath, chest pain, fatigue, cough"
Yellow Fever,"shortness of breath, chest pain, cough, pain behind eyes, fatigue"
Yersiniosis,"abdominal pain, fever, diarrhea, vomiting, confusion"
Yersiniosis,"fever, vomiting, diarrhea, abdominal pain, confusion"
Yersiniosis,"abdominal pain, fever, vomiting, diarrhea, confusion"
Yersiniosis,"fever, vomiting, confusion, abdominal pain, diarrhea"
Yersiniosis,"vomiting, fever, confusion, diarrhea, abdominal pain"
Yersiniosis,"vomiting, confusion, abdominal pain, diarrhea, fever"
Yersiniosis,"abdominal pain, confusion, diarrhea, vomiting, fever"
Yersiniosis,"vomiting, fever, abdominal pain, diarrhea, confusion"
Yersiniosis,"confusion, abdominal pain, diarrhea, vomiting, fever"
Zika Virus,"skin lump, cough, loss of taste or smell, shortness of breath, fatigue"
Zika Virus,"loss of taste or smell, fatigue, skin lump, shortness of breath, cough"
Zika Virus,"fatigue, skin lump, shortness of breath, cough, loss of taste or smell"
Zika Virus,"shortness of breath, loss of taste or smell, skin lump, fatigue, cough"
Zika Virus,"fatigue, loss of taste or smell, shortness of breath, skin lump, cough"
Zika Virus,"skin lump, cough, fatigue, loss of taste or smell, shortness of breath"
Zika Virus,"loss of taste or smell, cough, fatigue, skin lump, shortness of breath"
Zika Virus,"shortness of breath, loss of taste or smell, fatigue, cough, skin lump"
Zika Virus,"cough, loss of taste or smell, skin lump, fatigue, shortness of breath"
Zika Virus,"shortness of breath, fatigue, skin lump, loss of taste or smell, cough"
