Disease,Symptom1,Symptom2,Symptom3,Symptom4,Symptom5
Urinary tract infection,foul smell of urine,continuous feel of urine,burning micturition,bladder discomfort,pain in pelvis
Urinary tract infection,pain in pelvis,bladder discomfort,continuous feel of urine,burning micturition,foul smell of urine
Urinary tract infection,bladder discomfort,pain in pelvis,foul smell of urine,burning micturition,continuous feel of urine
Urinary tract infection,burning micturition,bladder discomfort,foul smell of urine,pain in pelvis,continuous feel of urine
Urinary tract infection,continuous feel of urine,burning micturition,pain in pelvis,bladder discomfort,foul smell of urine
Urinary tract infection,bladder discomfort,foul smell of urine,pain in pelvis,continuous feel of urine,burning micturition
Urinary tract infection,burning micturition,continuous feel of urine,foul smell of urine,pain in pelvis,bladder discomfort
Varicose veins,bruising,fatigue,cramps,obesity,swollen legs
Varicose veins,cramps,swollen legs,fatigue,obesity,bruising
Varicose veins,fatigue,swollen legs,obesity,bruising,cramps
Varicose veins,cramps,obesity,fatigue,bruising,swollen legs
Varicose veins,bruising,swollen legs,obesity,fatigue,cramps
Varicose veins,swollen legs,bruising,fatigue,obesity,cramps
Varicose veins,fatigue,obesity,cramps,bruising,swollen legs
Varicose veins,bruising,cramps,obesity,fatigue,swollen legs
Varicose veins,obesity,swollen legs,cramps,fatigue,bruising
Varicose veins,swollen legs,obesity,bruising,fatigue,cramps
Vertigo,pus filled pimples,cough,mucus production,wheezing,fatigue
Vertigo,pus filled pimples,mucus production,fatigue,wheezing,cough
Vertigo,fatigue,cough,mucus production,pus filled pimples,wheezing
Vertigo,wheezing,fatigue,pus filled pimples,cough,mucus production
Vertigo,pus filled pimples,wheezing,cough,fatigue,mucus production
Vertigo,pus filled pimples,mucus production,wheezing,cough,fatigue
Vertigo,mucus production,wheezing,cough,fatigue,pus filled pimples
Vertigo,wheezing,mucus production,fatigue,cough,pus filled pimples
Vertigo,pus filled pimples,fatigue,cough,mucus production,wheezing
Vertigo,wheezing,pus filled pimples,mucus production,fatigue,cough
Whooping Cough,personality changes,cough,loss of taste or smell,shortness of breath,fatigue
Whooping Cough,personality changes,shortness of breath,fatigue,loss of taste or smell,cough
Whooping Cough,cough,fatigue,personality changes,loss of taste or smell,shortness of breath
Whooping Cough,cough,loss of taste or smell,personality changes,shortness of breath,fatigue
Whooping Cough,shortness of breath,fatigue,personality changes,loss of taste or smell,cough
Whooping Cough,cough,personality changes,fatigue,shortness of breath,loss of taste or smell
Whooping Cough,personality changes,fatigue,shortness of breath,loss of taste or smell,cough
Whooping Cough,shortness of breath,loss of taste or smell,cough,fatigue,personality changes
Whooping Cough,fatigue,cough,personality changes,loss of taste or smell,shortness of breath
Whooping Cough,shortness of breath,fatigue,cough,personality changes,loss of taste or smell
Wilson Disease,liver damage,tremors,difficulty speaking,jaundice,personality changes
Wilson Disease,personality changes,jaundice,liver damage,difficulty speaking,tremors
Wilson Disease,difficulty speaking,tremors,liver damage,personality changes,jaundice
Wilson Disease,liver damage,difficulty speaking,personality changes,tremors,jaundice
Wilson Disease,liver damage,tremors,personality changes,jaundice,difficulty speaking
Wilson Disease,tremors,jaundice,liver damage,personality changes,difficulty speaking
Wilson Disease,liver damage,tremors,difficulty speaking,personality changes,jaundice
Wilson Disease,personality changes,liver damage,difficulty speaking,jaundice,tremors
Wilson Disease,personality changes,difficulty speaking,jaundice,liver damage,tremors
Wilson Disease,tremors,difficulty speaking,personality changes,liver damage,jaundice
Yellow Fever,pain behind eyes,chest pain,cough,shortness of breath,fatigue
Yellow Fever,fatigue,shortness of breath,cough,pain behind eyes,chest pain
Yellow Fever,shortness of breath,fatigue,pain behind eyes,chest pain,cough
Yellow Fever,chest pain,fatigue,cough,pain behind eyes,shortness of breath
Yellow Fever,cough,pain behind eyes,shortness of breath,fatigue,chest pain
Yellow Fever,chest pain,cough,pain behind eyes,fatigue,shortness of breath
Yellow Fever,fatigue,pain behind eyes,cough,shortness of breath,chest pain
Yellow Fever,fatigue,cough,pain behind eyes,shortness of breath,chest pain
Yellow Fever,chest pain,pain behind eyes,shortness of breath,cough,fatigue
Yellow Fever,chest pain,shortness of breath,cough,fatigue,pain behind eyes
Yersiniosis,abdominal pain,fever,diarrhea,vomiting,confusion
Yersiniosis,abdominal pain,confusion,fever,diarrhea,vomiting
Yersiniosis,abdominal pain,vomiting,diarrhea,confusion,fever
Yersiniosis,fever,abdominal pain,diarrhea,vomiting,confusion
Yersiniosis,diarrhea,fever,abdominal pain,vomiting,confusion
Yersiniosis,fever,confusion,diarrhea,vomiting,abdominal pain
Yersiniosis,confusion,abdominal pain,vomiting,diarrhea,fever
Yersiniosis,abdominal pain,diarrhea,vomiting,fever,confusion
Yersiniosis,confusion,diarrhea,fever,vomiting,abdominal pain
Yersiniosis,fever,abdominal pain,vomiting,diarrhea,confusion
Zika Virus,skin lump,cough,loss of taste or smell,shortness of breath,fatigue
Zika Virus,shortness of breath,skin lump,fatigue,loss of taste or smell,cough
Zika Virus,loss of taste or smell,fatigue,skin lump,cough,shortness of breath
Zika Virus,skin lump,cough,fatigue,shortness of breath,loss of taste or smell
Zika Virus,skin lump,fatigue,cough,shortness of breath,loss of taste or smell
Zika Virus,fatigue,skin lump,shortness of breath,loss of taste or smell,cough
Zika Virus,cough,loss of taste or smell,fatigue,skin lump,shortness of breath
Zika Virus,cough,skin lump,fatigue,shortness of breath,loss of taste or smell
Zika Virus,cough,fatigue,loss of taste or smell,skin lump,shortness of breath
Zika Virus,skin lump,fatigue,shortness of breath,loss of taste or smell,cough
